qID,th3_biggest_tfidf
1589,"{'children': 6.64972848081167, 'reading': 7.497026341198874, 'skills': 6.803879160638928}"
1591,"{'porn': 6.803879160638928, 'posted': 7.497026341198874, 'video': 6.293053536872938}"
1593,"{'calories': 7.209344268747093, 'diarrhea': 8.595638629866983, 'nutrients': 8.595638629866983}"
1595,"{'alaska': 8.595638629866983, 'handling': 8.190173521758819, 'nra': 8.190173521758819, 'proposed': 8.190173521758819, 'safety': 8.190173521758819, 'shotguns': 8.190173521758819}"
1597,"{'benefit': 7.3428756613716155, 'morning': 7.3428756613716155, 'walking': 7.497026341198874}"
1599,"{'artists': 8.595638629866983, 'champions': 8.190173521758819, 'martial': 8.595638629866983}"
1601,"{'?': 1.0007542426504639, 'ex': 7.209344268747093}"
1603,"{'choose': 6.803879160638928, 'cross-platform': 8.190173521758819, 'framework': 7.6793478979928285}"
1605,"{'ielts': 7.6793478979928285, 'prepare': 5.792278248960448, 'way': 5.04029056837757}"
1607,"{'dating': 7.497026341198874, 'live': 5.9929489444226, 'real': 5.9929489444226, 'truly': 7.902491449307038}"
1609,"{'involved': 8.190173521758819, 'mathematically': 8.595638629866983, 'suited': 8.595638629866983}"
1611,"{'differences': 6.344346831260488, 'larceny': 8.595638629866983, 'robbery': 8.190173521758819}"
1613,"{'counted': 8.595638629866983, 'graph': 8.190173521758819, 'prerequisite': 8.595638629866983}"
1615,"{'natural': 7.209344268747093, 'processing': 8.190173521758819, 'schools': 7.209344268747093}"
1617,"{'cruz': 7.6793478979928285, 'ted': 7.6793478979928285, 'vote': 7.6793478979928285}"
1619,"{'?': 1.0007542426504639, 'gdp': 7.209344268747093}"
1621,"{'""': 9.555852607820157, 'enforced': 8.595638629866983, 'provision': 8.595638629866983}"
1623,"{'joined': 8.595638629866983, 'junior': 7.902491449307038, 'newly': 8.595638629866983}"
1625,"{'fissure': 8.190173521758819, 'piles': 8.595638629866983, 'remedies': 8.190173521758819}"
1627,"{'gre': 14.994052682397747, 'needed': 7.902491449307038, 'verbal': 8.595638629866983}"
1629,"{'?': 1.0007542426504639, 'immortal': 8.190173521758819, 'soul': 7.497026341198874}"
1631,"{'3rd': 7.902491449307038, 'experiences': 7.497026341198874, 'stories': 7.497026341198874}"
1633,"{'india': 4.376130924690877, 'pollution': 8.190173521758819, 'reduce': 7.091561233090709}"
1635,"{'government': 6.153291594497779, 'legal': 7.091561233090709, 'liasioning': 8.595638629866983}"
1637,"{'""': 9.555852607820157, 'gotta': 8.595638629866983, 'shit': 8.595638629866983}"
1639,"{'2017': 6.723836452965392, 'celebrate': 8.190173521758819, 'hyderabad': 6.986200717432883}"
1641,"{'hard': 7.209344268747093, 'studying': 7.3428756613716155, 'terms': 6.64972848081167}"
1643,"{'8.1': 8.595638629866983, 'bit': 15.804982898614076, 'windows': 13.972401434865766}"
1645,"{'bad': 6.398414052530764, 'experiences': 7.497026341198874, 'life': 4.89433665575449}"
1647,"{'?': 1.0007542426504639, 'famous': 7.497026341198874, 'timbaland': 8.190173521758819}"
1649,"{'individual': 7.902491449307038, 'numbers': 7.3428756613716155, 'telephone': 8.595638629866983}"
1651,"{'dreams': 7.209344268747093, 'rem': 8.190173521758819, 'sleep': 7.091561233090709, 'wake': 7.091561233090709}"
1653,"{'agriculture': 8.190173521758819, 'elective': 8.190173521758819, 'required': 6.986200717432883}"
1655,"{'?': 1.0007542426504639, 'learn': 4.932076983737337, 'sing': 7.6793478979928285}"
1657,"{'capable': 7.902491449307038, 'ending': 7.902491449307038, ""google's"": 8.190173521758819, 'monopoly': 8.190173521758819}"
1659,"{'disease': 8.595638629866983, 'immune': 8.190173521758819, 'insomnia': 8.595638629866983}"
1661,"{'gta': 7.3428756613716155, 'iv': 8.190173521758819, 'windows': 6.986200717432883}"
1663,"{'chandigarh': 7.6793478979928285, 'insititute': 8.595638629866983, 'ssc': 7.497026341198874}"
1665,"{'certification': 8.190173521758819, 'pmp': 8.190173521758819, 'provider': 7.902491449307038}"
1667,"{'gross': 7.209344268747093, 'income': 7.3428756613716155, 'net': 6.890890537628558}"
1669,"{'early': 6.890890537628558, 'morning': 7.3428756613716155, 'wake': 7.091561233090709}"
1671,"{'?': 1.0007542426504639, 'love': 5.792278248960448}"
1673,"{'.': 3.895158264074567, 'iit': 7.209344268747093, 'missed': 8.595638629866983}"
1675,"{'6s': 16.380347043517638, 'iphone': 12.688693662520976, 'plus': 7.497026341198874}"
1677,"{'100': 7.497026341198874, 'credit': 7.209344268747093, 'points': 7.497026341198874}"
1679,"{';': 7.091561233090709, 'crush': 7.209344268747093, 'likes': 7.3428756613716155}"
1681,"{'alduin': 8.595638629866983, 'apart': 8.190173521758819, 'skyrim': 7.902491449307038}"
1683,"{'individual': 7.902491449307038, 'muslim': 15.358695795985657, 'non': 7.902491449307038, 'religious': 8.595638629866983}"
1685,"{'?': 1.0007542426504639, 'comments': 7.497026341198874, 'picture': 7.497026341198874}"
1687,"{'rain': 8.190173521758819, 'roads': 8.595638629866983, 'slippery': 8.595638629866983}"
1689,"{'experimentally': 8.595638629866983, 'heisenberg': 8.190173521758819, 'principle': 8.190173521758819, 'uncertainty': 8.190173521758819}"
1691,"{'?': 1.0007542426504639, 'ielts': 7.6793478979928285}"
1693,"{'doing': 6.723836452965392, 'lose': 6.293053536872938, 'sport': 8.190173521758819}"
1695,"{'cameras': 7.902491449307038, 'shutter': 8.190173521758819, 'sound': 7.6793478979928285}"
1697,"{'dating': 7.497026341198874, 'gangster': 8.595638629866983, ""what's"": 5.069278105250822}"
1699,"{'causes': 6.455572466370713, 'main': 6.803879160638928, 'political': 7.091561233090709}"
1701,"{'?': 1.0007542426504639, 'fear': 7.6793478979928285}"
1703,"{'city': 6.803879160638928, 'india': 4.376130924690877, 'weather': 7.3428756613716155}"
1705,"{'hdd': 8.190173521758819, ""layman's"": 7.902491449307038, 'ssd': 8.190173521758819}"
1707,"{'dog': 7.091561233090709, 'foam': 8.190173521758819, 'vomits': 8.595638629866983}"
1709,"{'hold': 7.6793478979928285, 'significance': 7.209344268747093, 'universe': 6.64972848081167}"
1711,"{'graduates': 7.497026341198874, 'situation': 7.902491449307038, 'zealand': 7.902491449307038}"
1713,"{'develop': 7.209344268747093, 'e-commerce': 7.3428756613716155, 'website': 6.293053536872938}"
1715,"{'card': 6.398414052530764, 'micro': 7.902491449307038, 'sim': 7.3428756613716155}"
1717,"{'improve': 5.792278248960448, 'question': 5.921489980440454, 'quora': 4.857969011583615}"
1719,"{'arrangement': 8.595638629866983, 'catches': 8.595638629866983, 'feelings': 14.685751322743231}"
1721,"{'sing': 7.6793478979928285, 'teach': 7.209344268747093, 'tips': 7.209344268747093, 'trying': 7.6793478979928285}"
1723,"{'packaging': 8.595638629866983, 'relations': 7.902491449307038, 'scientists': 7.902491449307038, 'worry': 8.190173521758819}"
1725,"{'main': 6.803879160638928, 'problems': 7.902491449307038, 'reason': 6.64972848081167}"
1727,"{'cheese': 8.190173521758819, 'macaroni': 8.595638629866983, 'substitute': 8.595638629866983}"
1729,"{'cause': 6.455572466370713, 'constipation': 7.6793478979928285, 'dizziness': 8.190173521758819}"
1731,"{'anonymously': 8.595638629866983, ""doctor's"": 8.595638629866983, 'patients': 8.595638629866983, 'suggested': 8.595638629866983}"
1733,"{'clinton': 6.455572466370713, 'cons': 6.398414052530764, 'presidency': 7.091561233090709, 'pros': 6.398414052530764}"
1735,"{'films': 7.209344268747093, 'place': 6.153291594497779, 'room': 7.3428756613716155}"
1737,"{'ejaculation': 8.595638629866983, 'shoot': 8.595638629866983, 'sperm': 7.902491449307038}"
1739,"{'banking': 7.209344268747093, 'chandigarh': 7.6793478979928285, 'ssc': 7.497026341198874}"
1741,"{',': 13.28031300176625, '1,1': 8.595638629866983, '1,2': 8.595638629866983, '2,2': 8.595638629866983, '6,6': 8.595638629866983}"
1743,"{'best': 3.462785703046478, 'halloween': 8.190173521758819, 'things': 5.956581300251725}"
1745,"{'demat': 8.595638629866983, 'investing': 8.190173521758819, 'nri': 8.190173521758819, 'rates': 8.190173521758819}"
1747,"{'bonus': 8.190173521758819, 'issue': 6.986200717432883, 'shares': 7.6793478979928285}"
1749,"{'changing': 7.6793478979928285, 'end': 6.986200717432883, 'rupee': 6.803879160638928}"
1751,"{'(': 8.811967775681115, ')': 9.002588135289766, 'unemployed': 8.595638629866983}"
1753,"{'custom': 8.190173521758819, 'kiosk': 8.190173521758819, 'manufacturers': 8.595638629866983}"
1755,"{'landings': 8.595638629866983, ""nasa's"": 8.595638629866983, 'telescopes': 7.6793478979928285}"
1757,"{'/': 14.758013873879722, 'architectural': 8.595638629866983, 'complex': 8.595638629866983, 'hub': 8.595638629866983}"
1759,"{'autohotkey': 8.595638629866983, 'keywords': 8.190173521758819, 'scripting': 8.595638629866983}"
1761,"{'hardest': 7.497026341198874, 'raising': 8.190173521758819, 'ukraine': 8.595638629866983}"
1763,"{'market': 6.803879160638928, 'source': 6.986200717432883, 'stock': 6.986200717432883}"
1765,"{'badmouth': 8.190173521758819, 'counries': 8.595638629866983, 'economic': 8.190173521758819, 'neighbouring': 8.190173521758819, 'sabotage': 8.190173521758819}"
1767,"{'man': 6.803879160638928, 'vagina': 7.497026341198874, 'wet': 8.190173521758819}"
1769,"{'cbs': 8.595638629866983, 'football': 8.595638629866983, 'ratings': 8.595638629866983, 'thursday': 17.191277259733965}"
1771,"{'17': 8.190173521758819, 'grow': 7.6793478979928285, 'taller': 8.190173521758819}"
1773,"{'?': 1.0007542426504639, 'fired': 7.6793478979928285}"
1775,"{'1990': 8.190173521758819, 'dress': 7.902491449307038, 'workout': 8.190173521758819}"
1777,"{'girlfriend': 6.64972848081167, 'stopped': 8.595638629866983, 'talking': 7.209344268747093}"
1779,"{'estate': 6.986200717432883, 'look': 6.5807356093247185, 'scraping': 7.902491449307038}"
1781,"{'asked': 7.209344268747093, 'interview': 6.723836452965392, 'questions': 5.792278248960448}"
1783,"{'people': 9.367231248877674, 'result': 8.190173521758819, 'trust': 14.418688537494186}"
1785,"{'best': 3.462785703046478, 'headhunters': 8.190173521758819, 'mumbai': 7.091561233090709}"
1787,"{'dhp': 8.595638629866983, 'necessary': 7.497026341198874, 'vaccine': 7.902491449307038}"
1789,"{'africa': 8.190173521758819, 'asia': 8.595638629866983, 'similarities': 8.190173521758819}"
1791,"{'magic': 7.497026341198874, 'scientifically': 7.497026341198874, 'tested': 7.6793478979928285, 'wizard': 8.595638629866983}"
1793,"{'contract': 7.6793478979928285, 'important': 6.110731980078983, 'law': 6.890890537628558}"
1795,"{'(': 8.811967775681115, ')': 9.002588135289766, 'moto': 15.804982898614076}"
1797,"{'sequare': 8.595638629866983, 'snr': 17.191277259733965, 'voltage': 8.595638629866983}"
1799,"{'batman': 7.209344268747093, 'riddler': 8.595638629866983, 'riddles': 8.595638629866983}"
1801,"{'content': 7.3428756613716155, 'nudity': 8.190173521758819, 'thrones': 7.6793478979928285}"
1803,"{'blog': 7.209344268747093, 'comments': 7.497026341198874, 'followers': 7.3428756613716155}"
1805,"{'ca': 6.803879160638928, 'cpt': 7.902491449307038, 'exams': 7.497026341198874}"
1807,"{'2d': 8.595638629866983, 'game': 6.986200717432883, 'mmorpg': 8.595638629866983}"
1809,"{'demonetization': 7.3428756613716155, 'recent': 7.6793478979928285, 'view': 6.890890537628558}"
1811,"{'cyrus': 7.6793478979928285, 'mistry': 7.6793478979928285, 'removed': 8.190173521758819}"
1813,"{'cancel': 7.6793478979928285, 'insurance': 7.902491449307038, 'usaa': 8.595638629866983}"
1815,"{'?': 1.0007542426504639, 'angry': 7.6793478979928285, 'lately': 8.190173521758819}"
1817,"{'hypothesis': 8.595638629866983, 'results': 7.6793478979928285, 'testing': 7.902491449307038}"
1819,"{'?': 1.0007542426504639, 'consequences': 8.190173521758819, 'trolling': 8.595638629866983}"
1821,"{'frightened': 8.595638629866983, 'kill': 7.902491449307038, 'shall': 8.595638629866983}"
1823,"{'brands': 8.595638629866983, 'computers': 8.190173521758819, 'laptops': 7.902491449307038}"
1825,"{'life': 4.89433665575449, 'moment': 7.497026341198874, 'remember': 6.890890537628558}"
1827,"{'?': 1.0007542426504639, 'bds': 8.190173521758819, 'completing': 7.6793478979928285}"
1829,"{'hate': 6.344346831260488, 'muslims': 7.091561233090709, 'narendra': 6.803879160638928}"
1831,"{'.': 3.895158264074567, '18': 7.902491449307038, ""i'm"": 6.030689272405446}"
1833,"{'comedy': 7.6793478979928285, 'famous': 7.497026341198874, 'romantic': 7.6793478979928285}"
1835,"{'accounnting': 8.595638629866983, 'bachelors': 16.380347043517638, 'degree': 13.972401434865766}"
1837,"{'believe': 13.781781075257117, 'testament': 8.595638629866983, 'trinity': 8.595638629866983}"
1839,"{'?': 1.0007542426504639, 'meditating': 8.190173521758819, 'start': 5.211248366521209}"
1841,"{'expansion': 8.190173521758819, 'gravitational': 8.190173521758819, 'vacuum': 8.190173521758819}"
1843,"{'bihar': 7.902491449307038, 'mahagathbandhan': 8.595638629866983, 'sarkar': 8.595638629866983}"
1845,"{'homeopathic': 8.190173521758819, 'medicine': 7.3428756613716155, 'side-effects': 8.595638629866983}"
1847,"{'brokerage': 8.190173521758819, 'determine': 8.190173521758819, ""what's"": 10.138556210501644}"
1849,"{'chain': 8.190173521758819, 'scope': 7.497026341198874, 'supply': 7.6793478979928285}"
1851,"{'cylinders': 8.595638629866983, 'number': 17.9788468332678, 'pistons': 8.595638629866983}"
1853,"{'media': 7.091561233090709, 'picture': 7.497026341198874, 'social': 7.091561233090709}"
1855,"{'actions': 8.595638629866983, 'control': 7.3428756613716155, 'dream': 6.803879160638928}"
1857,"{'distance': 7.497026341198874, 'managed': 8.595638629866983, 'relationship': 6.723836452965392}"
1859,"{'dollars': 7.209344268747093, 'million': 7.3428756613716155, 'rich': 7.902491449307038}"
1861,"{'decline': 8.190173521758819, 'drama': 8.595638629866983, 'hong': 8.190173521758819, 'kong': 8.190173521758819}"
1863,"{'election': 6.153291594497779, 'trump': 5.2998017638626544, 'win': 5.9929489444226}"
1865,"{'apps': 6.890890537628558, 'iphones': 8.190173521758819, 'wallpaper': 8.190173521758819}"
1867,"{'""': 9.555852607820157, 'app': 11.842979960880909, 'deactivate': 7.902491449307038, 'lock': 7.902491449307038}"
1869,"{'format': 8.595638629866983, 'printing': 7.497026341198874, 'send': 6.5807356093247185}"
1871,"{'caste': 7.3428756613716155, 'exist': 6.723836452965392, 'india': 4.376130924690877}"
1873,"{'13': 7.3428756613716155, 'age': 6.64972848081167, 'boyfriend': 6.803879160638928}"
1875,"{'550': 8.595638629866983, 'neet': 7.3428756613716155, 'rank': 7.091561233090709}"
1877,"{'dynamic': 8.190173521758819, 'flexi-pricing': 8.595638629866983, 'harsh': 8.595638629866983}"
1879,"{'fargo': 8.595638629866983, 'overdraft': 8.190173521758819, 'wells': 8.190173521758819}"
1881,"{'marketing': 7.209344268747093, 'schools': 7.209344268747093, 'techniques': 7.6793478979928285}"
1883,"{'gold': 6.803879160638928, 'medalists': 8.595638629866983, 'olympic': 7.902491449307038}"
1885,"{'earn': 6.398414052530764, 'easy': 6.890890537628558, 'ways': 5.705266871970818}"
1887,"{'?': 1.0007542426504639, 'capacitor': 8.190173521758819, 'reactance': 8.190173521758819}"
1889,"{'150k': 8.595638629866983, 'housing': 8.595638629866983, 'sv': 8.595638629866983}"
1891,"{'school': 6.5807356093247185, ""what's"": 5.069278105250822, 'world': 5.161651425381837}"
1893,"{'candy': 7.497026341198874, 'imported': 7.497026341198874, 'saltwater': 7.497026341198874, 'taffy': 7.497026341198874}"
1895,"{'0': 7.091561233090709, '?': 1.0007542426504639, 'value': 6.5807356093247185}"
1897,"{'bangalore': 7.209344268747093, 'jobs': 6.723836452965392, 'part-time': 8.190173521758819}"
1899,"{'?': 1.0007542426504639, 'attractive': 7.497026341198874, 'girl': 5.762425285810767}"
1901,"{'albums': 8.595638629866983, 'best': 3.462785703046478, 'music': 6.2442633727035055}"
1903,"{'elections': 7.902491449307038, 'realistically': 8.595638629866983, 'speaking': 7.6793478979928285, 'wins': 7.6793478979928285}"
1905,"{'autism': 8.190173521758819, 'kids': 7.902491449307038, 'symptoms': 7.3428756613716155}"
1907,"{'mother': 7.209344268747093, 'non-smoking': 8.190173521758819, 'smoking': 7.6793478979928285}"
1909,"{'?': 1.0007542426504639, 'dreams': 7.209344268747093, 'life': 4.89433665575449}"
1911,"{'80,000': 8.190173521758819, 'comfortably': 8.190173521758819, 'washington': 8.595638629866983}"
1913,"{'?': 1.0007542426504639, 'boyfriend': 6.803879160638928, 'girl': 5.762425285810767}"
1915,"{'health': 8.190173521758819, 'lentils': 8.595638629866983, 'red': 7.209344268747093}"
1917,"{'10th': 7.902491449307038, 'models': 8.190173521758819, 'related': 7.3428756613716155}"
1919,"{'gain': 6.986200717432883, 'healthy': 6.64972848081167, 'weight': 5.854798605941783}"
1921,"{'animal': 7.902491449307038, 'did': 4.703818331756357, 'kind': 6.64972848081167}"
1923,"{'ambani': 8.595638629866983, 'anil': 8.595638629866983, 'rafel': 8.595638629866983}"
1925,"{'feature': 7.6793478979928285, 'offline': 8.595638629866983, ""red's"": 8.595638629866983}"
1927,"{'know': 5.356960177702603, 'soulmate': 8.190173521758819, 'spouse': 7.209344268747093}"
1929,"{'?': 1.0007542426504639, 'people': 4.683615624438837, 'person': 5.677867897782704}"
1931,"{'distance': 7.497026341198874, 'long': 5.762425285810767, 'relationship': 6.723836452965392}"
1933,"{'english': 5.625224164297282, 'fluent': 7.6793478979928285, 'speak': 6.986200717432883}"
1935,"{'drone': 8.595638629866983, 'gave': 8.595638629866983, 'insight': 8.595638629866983, 'reform': 8.595638629866983, 'targeting': 8.595638629866983, ""us's"": 8.595638629866983}"
1937,"{'2.0': 8.595638629866983, ""layman's"": 7.902491449307038, 'mike': 8.595638629866983}"
1939,"{'buffalo': 8.595638629866983, 'cheetahs': 8.595638629866983, 'evolve': 8.595638629866983, 'lions': 8.595638629866983}"
1941,"{'cause': 6.455572466370713, 'good': 4.526611875629173, 'hacker': 7.091561233090709}"
1943,"{""account's"": 8.595638629866983, 'mobile': 6.110731980078983, 'snapdeal': 8.595638629866983}"
1945,"{'making': 7.091561233090709, 't': 7.209344268747093, 'tips': 7.209344268747093}"
